actor1,actor2,relation_exist,relation_label,confidence,runtime_seconds
BETI,ISLAM,1,1,0.983165,5.1e-05
BETI,JOURNALIST,1,1,0.962091,5.4e-05
BETI,JUDICIARY,0,0,0.0,8.2e-05
BETI,JUNTA CHIEF,1,-1,0.998766,0.000127
BETI,KHALEDA ZIA,1,-1,0.978838,0.000155
BETI,KHULNA,1,-1,0.998362,9.2e-05
BETI,KISHOREGANJ,0,0,0.0,8.2e-05
BETI,LAWMAKER,1,-1,0.995253,0.000123
BETI,LONDON,1,1,0.998779,3.5e-05
BETI,MEDIA,1,-1,0.997795,0.000101
BETI,MIGRANT WORKER,1,1,0.988806,0.000102
BETI,MINIST,1,1,0.985351,3.8e-05
BETI,MINIST OF WOMEN,0,0,0.0,8.1e-05
BETI,MINISTRY,0,0,0.0,8.1e-05
BETI,MUMBAI,1,-1,0.998319,9.3e-05
BETI,MUSLIM,1,-1,0.990668,9.6e-05
BETI,MYANMAR,1,1,0.998024,0.00011
BETI,NATIONAL BOARD OF REVENUE,0,0,0.0,8.1e-05
BETI,NATIONAL ECONOMIC COUNCIL,1,1,0.995784,7.5e-05
BETI,NATIONAL SECURITY ADVISER,0,0,0.0,8.2e-05
BETI,NEPAL,1,-1,0.997173,0.000116
BETI,NEPALI,1,-1,0.996737,5.4e-05
BETI,NEW DELHI,1,1,0.998795,3.3e-05
BETI,PAKISTAN,1,-1,0.994921,7.5e-05
BETI,PARLIAMENT,1,1,0.998638,9e-05
BETI,PARLIAMENTARIAN,0,0,0.0,8.3e-05
BETI,PARTY LEADER,1,-1,0.940622,0.000124
BETI,POLICE,1,1,0.996424,5.9e-05
BETI,PRESIDENT,1,1,0.990214,0.000139
BETI,PRIME MINISTER,1,1,0.940483,7e-06
BETI,PROFESSOR,0,0,0.0,8.2e-05
BETI,PROTESTER,1,-1,0.998116,9.5e-05
BETI,PUNE,1,-1,0.998683,8.5e-05
BETI,RAJSHAHI,0,0,0.0,8.3e-05
BETI,REPRESENTATIVES,1,1,0.995001,7.9e-05
BETI,REUTERS,1,1,0.997764,4.8e-05
BETI,RIGHTS GROUP,1,-1,0.997114,0.000135
BETI,RULING PARTY,1,1,0.993535,8.2e-05
BETI,SALAUDDIN,0,0,0.0,8.1e-05
BETI,SAUDI ARABIA,0,0,0.0,8.1e-05
BETI,SENA,1,1,0.766354,0.000106
BETI,SINGAPORE,1,1,0.998546,0.000133
BETI,SOMALIA,0,0,0.0,8.1e-05
BETI,SPOKESMAN,1,-1,0.87337,0.000146
BETI,STATE MINIST,0,0,0.0,8.1e-05
BETI,STUDENT,1,-1,0.999368,3.1e-05
BETI,SUPREME COURT,0,0,0.0,8.5e-05
BETI,SYRIA,1,1,0.9796,0.000138
BETI,TANGAIL,1,1,0.990757,0.000153
BETI,THE EUROPEAN UNION,0,0,0.0,8.2e-05
BETI,THE OPPOSITION,1,-1,0.99333,9e-05
BETI,THE PM,0,0,0.0,8.2e-05
BETI,THE UN,1,1,0.992251,2.5e-05
BETI,THE US,1,1,0.993535,8.7e-05
BETI,TRADER,1,-1,0.986898,0.000153
BETI,TRIBUNAL,1,1,0.984093,0.000137
BETI,TURKEY,1,1,0.917966,0.000132
BETI,TURKISH,1,1,0.766354,0.000107
BETI,UNICEF,1,1,0.995552,0.000146
BETI,UNITED KINGDOM,1,1,0.985351,4.6e-05
BETI,UNITED NATIONS,0,0,0.0,8.2e-05
BETI,VOTER,1,-1,0.991215,9.8e-05
BETI,WEST BENGAL,1,-1,0.999352,0.000128
BETI,WORKER,0,0,0.0,8.1e-05
BETI,WORLD HEALTH ORGANIZATION,1,1,0.996114,0.000134
BIHARI,BOEING,1,-1,0.988519,0.000133
BIHARI,BORDER SECURITY,1,-1,0.996041,0.000143
BIHARI,BUSINESS,1,-1,0.994844,0.00012
BIHARI,CHAMBER,0,0,0.0,8.3e-05
BIHARI,CHANCELLOR,1,-1,0.995142,8.3e-05
BIHARI,CHIEF JUSTICE,1,-1,0.986961,0.000152
BIHARI,COLLEGE,1,1,0.995284,0.000129
BIHARI,COMILLA,1,-1,0.99134,6.4e-05
BIHARI,COMMUNITY,1,-1,0.838472,7e-06
BIHARI,CONGRESS,1,-1,0.997678,3.1e-05
BIHARI,DELEGATE,0,0,0.0,8.3e-05
BIHARI,DEPUTY,0,0,0.0,8.2e-05
BIHARI,DETAINEE,1,-1,0.995915,0.000108
BIHARI,DHAKA,1,-1,0.994715,3.8e-05
BIHARI,DIPLOMAT,1,-1,0.997559,5.7e-05
BIHARI,DRUG TRAFFICKER,1,1,0.99052,6.1e-05
BIHARI,EDUCATION MINIST,0,0,0.0,8.2e-05
BIHARI,ELECTION COMMISSION,1,-1,0.996932,0.000123
BIHARI,EMPLOYER,0,0,0.0,8.2e-05
BIHARI,EXTERNAL AFFAIRS MINIST,0,0,0.0,8.1e-05
BIHARI,FARMER,1,-1,0.99258,0.000101
BIHARI,FINANCE MINIST,1,-1,0.985031,0.000152
BIHARI,FISHER,0,0,0.0,8.3e-05
BIHARI,GAZIPUR,1,-1,0.996142,0.000117
BIHARI,GENEVA,1,1,0.988727,7.4e-05
BIHARI,GOVERNMENT,1,-1,0.988195,7.4e-05
BIHARI,HEALTH DEPARTMENT,0,0,0.0,8.2e-05
BIHARI,HEALTH MINIST,1,-1,0.985031,0.000147
BIHARI,HINDU,1,-1,0.919836,3.4e-05
BIHARI,HOSPITAL,0,0,0.0,8.2e-05
BIHARI,INDUSTRY,1,-1,0.998568,4.7e-05
BIHARI,INTELLIGENCE,1,1,0.987237,7.9e-05
BIHARI,INTERIM GOVERNMENT,1,1,0.966248,0.000134
BIHARI,INTERIOR MINIST,0,0,0.0,8.2e-05
BIHARI,IRAN,0,0,0.0,8.1e-05
BIHARI,ISLAM,1,-1,0.99807,2.8e-05
BIHARI,JOURNALIST,1,1,0.979186,0.000105
BIHARI,JUDICIARY,0,0,0.0,8.1e-05
BIHARI,JUNTA CHIEF,1,-1,0.999311,2.4e-05
BIHARI,KHALEDA ZIA,1,-1,0.943971,0.000148
BIHARI,KHULNA,1,1,0.99533,0.000119
BIHARI,KISHOREGANJ,0,0,0.0,8.3e-05
BIHARI,LAWMAKER,1,-1,0.980877,0.000119
BIHARI,LONDON,1,-1,0.997146,6.1e-05
BIHARI,MEDIA,1,1,0.994424,0.000119
BIHARI,MIGRANT WORKER,1,1,0.982327,3e-05
BIHARI,MINIST,1,-1,0.989202,6.8e-05
BIHARI,MINIST OF WOMEN,0,0,0.0,8.2e-05
BIHARI,MINISTRY,0,0,0.0,8.2e-05
BIHARI,MUMBAI,1,1,0.995257,0.000116
BIHARI,MUSLIM,1,-1,0.97292,1.1e-05
BIHARI,MYANMAR,1,1,0.998272,1.4e-05
BIHARI,NATIONAL BOARD OF REVENUE,0,0,0.0,8.2e-05
BIHARI,NATIONAL ECONOMIC COUNCIL,1,-1,0.993371,9.9e-05
BIHARI,NATIONAL SECURITY ADVISER,0,0,0.0,8.2e-05
BIHARI,NEPAL,1,1,0.993534,0.000127
BIHARI,NEPALI,1,-1,0.967114,5.5e-05
BIHARI,NEW DELHI,1,-1,0.997167,5.8e-05
BIHARI,PAKISTAN,1,1,0.99258,9.9e-05
BIHARI,PARLIAMENT,1,-1,0.995816,0.000109
BIHARI,PARLIAMENTARIAN,0,0,0.0,8.2e-05
BIHARI,PARTY LEADER,1,-1,0.828519,0.000128
BIHARI,POLICE,1,-1,0.994001,8.4e-05
BIHARI,PRESIDENT,1,-1,0.986459,0.000141
BIHARI,PRIME MINISTER,1,1,0.976289,4.8e-05
BIHARI,PROFESSOR,0,0,0.0,8.2e-05
BIHARI,PROTESTER,1,1,0.994924,0.000117
BIHARI,PUNE,1,1,0.995898,0.000109
BIHARI,RAJSHAHI,0,0,0.0,8.2e-05
BIHARI,REPRESENTATIVES,1,-1,0.992651,0.000105
BIHARI,REUTERS,1,-1,0.996066,7.8e-05
BIHARI,RIGHTS GROUP,1,-1,0.997603,0.000112
BIHARI,RULING PARTY,1,-1,0.99617,1.9e-05
BIHARI,SALAUDDIN,0,0,0.0,8.2e-05
BIHARI,SAUDI ARABIA,0,0,0.0,8.1e-05
BIHARI,SENA,1,1,0.928241,0.000128
BIHARI,SINGAPORE,1,1,0.999102,2.5e-05
BIHARI,SOMALIA,0,0,0.0,8.3e-05
BIHARI,SPOKESMAN,1,-1,0.980649,0.000142
BIHARI,STATE MINIST,0,0,0.0,8.2e-05
BIHARI,STUDENT,1,1,0.997988,5.7e-05
BIHARI,SUPREME COURT,0,0,0.0,8.2e-05
BIHARI,SYRIA,1,1,0.978273,0.000149
BIHARI,TANGAIL,1,1,0.97687,0.000159
BIHARI,THE EUROPEAN UNION,0,0,0.0,8.7e-05
BIHARI,THE OPPOSITION,1,-1,0.998187,2.7e-05
BIHARI,THE PM,0,0,0.0,8.3e-05
BIHARI,THE UN,1,1,0.990776,6.1e-05
BIHARI,THE US,1,-1,0.99134,6.6e-05
BIHARI,TRADER,1,1,0.980853,0.000156
BIHARI,TRIBUNAL,1,1,0.981313,0.000141
BIHARI,TURKEY,1,1,0.957666,0.000138
BIHARI,TURKISH,1,1,0.928241,0.00013
BIHARI,UNICEF,1,-1,0.988318,0.000323
BIHARI,UNITED KINGDOM,1,-1,0.989202,0.000161
BIHARI,UNITED NATIONS,0,0,0.0,0.00016
BIHARI,VOTER,1,-1,0.960542,0.001094
BIHARI,WEST BENGAL,1,1,0.996229,0.000299
BIHARI,WORKER,0,0,0.0,0.000162
BIHARI,WORLD HEALTH ORGANIZATION,1,-1,0.9937,0.000246
BOEING,BORDER SECURITY,1,1,0.999664,0.000173
BOEING,BUSINESS,1,1,0.978079,0.000172
BOEING,CHAMBER,0,0,0.0,0.000154
BOEING,CHANCELLOR,1,1,0.922114,0.000118
BOEING,CHIEF JUSTICE,1,1,0.936514,5e-05
BOEING,COLLEGE,1,-1,0.989149,0.000264
BOEING,COMILLA,1,-1,0.916683,0.000216
BOEING,COMMUNITY,1,1,0.986782,0.000219
BOEING,CONGRESS,1,-1,0.935822,0.000148
BOEING,DELEGATE,0,0,0.0,0.000154
BOEING,DEPUTY,0,0,0.0,0.000147
BOEING,DETAINEE,1,1,0.983563,0.000159
BOEING,DHAKA,1,1,0.812876,3.4e-05
BOEING,DIPLOMAT,1,1,0.965706,5.8e-05
BOEING,DRUG TRAFFICKER,1,-1,0.823833,8e-05
BOEING,EDUCATION MINIST,0,0,0.0,0.00015
BOEING,ELECTION COMMISSION,1,1,0.999277,8.6e-05
BOEING,EMPLOYER,0,0,0.0,0.000257
BOEING,EXTERNAL AFFAIRS MINIST,0,0,0.0,0.000152
BOEING,FARMER,1,1,0.953568,4.2e-05
BOEING,FINANCE MINIST,1,1,0.973084,0.000223
BOEING,FISHER,0,0,0.0,0.000149
BOEING,GAZIPUR,1,1,0.972034,0.000172
BOEING,GENEVA,1,1,0.98772,0.000129
BOEING,GOVERNMENT,1,1,0.797176,9e-05
BOEING,HEALTH DEPARTMENT,0,0,0.0,0.00015
BOEING,HEALTH MINIST,1,1,0.973084,0.000222
BOEING,HINDU,1,-1,0.989921,0.000112
BOEING,HOSPITAL,0,0,0.0,0.000162
BOEING,INDUSTRY,1,1,0.920277,0.000164
BOEING,INTELLIGENCE,1,1,0.985944,0.000137
BOEING,INTERIM GOVERNMENT,1,1,0.959806,0.000259
BOEING,INTERIOR MINIST,0,0,0.0,0.000149
BOEING,IRAN,0,0,0.0,0.000143
BOEING,ISLAM,1,1,0.797176,0.0001
BOEING,JOURNALIST,1,1,0.976082,0.000173
BOEING,JUDICIARY,0,0,0.0,0.000146
BOEING,JUNTA CHIEF,1,1,0.995295,0.000232
BOEING,KHALEDA ZIA,1,-1,0.903755,0.000267
BOEING,KHULNA,1,-1,0.980603,0.000177
BOEING,KISHOREGANJ,0,0,0.0,0.000141
BOEING,LAWMAKER,1,-1,0.957813,0.000207
BOEING,LONDON,1,1,0.958568,7.3e-05
BOEING,MEDIA,1,-1,0.991365,6.7e-05
BOEING,MIGRANT WORKER,1,1,0.985371,0.000224
BOEING,MINIST,1,1,0.730493,1.5e-05
BOEING,MINIST OF WOMEN,0,0,0.0,0.000139
BOEING,MINISTRY,0,0,0.0,0.000137
BOEING,MUMBAI,1,-1,0.980224,0.000165
BOEING,MUSLIM,1,1,0.975442,0.000176
BOEING,MYANMAR,1,-1,0.99271,0.000195
BOEING,NATIONAL BOARD OF REVENUE,0,0,0.0,0.000142
BOEING,NATIONAL ECONOMIC COUNCIL,1,1,0.941836,0.000148
BOEING,NATIONAL SECURITY ADVISER,0,0,0.0,0.000144
BOEING,NEPAL,1,-1,0.971043,0.000195
BOEING,NEPALI,1,-1,0.994214,0.000165
BOEING,NEW DELHI,1,1,0.958927,7.1e-05
BOEING,PAKISTAN,1,-1,0.953568,2.6e-05
BOEING,PARLIAMENT,1,1,0.996158,4.5e-05
BOEING,PARLIAMENTARIAN,0,0,0.0,0.000144
BOEING,PARTY LEADER,1,-1,0.959245,0.000243
BOEING,POLICE,1,1,0.947593,0.000117
BOEING,PRESIDENT,1,1,0.730493,2.1e-05
BOEING,PRIME MINISTER,1,1,0.965706,5.8e-05
BOEING,PROFESSOR,0,0,0.0,0.000145
BOEING,PROTESTER,1,-1,0.978498,0.000162
BOEING,PUNE,1,-1,0.983479,0.000154
BOEING,RAJSHAHI,0,0,0.0,0.000139
BOEING,REPRESENTATIVES,1,1,0.935264,0.000156
BOEING,REUTERS,1,1,0.939202,9.2e-05
BOEING,RIGHTS GROUP,1,-1,0.982883,0.000232
BOEING,RULING PARTY,1,1,0.924013,0.00015
BOEING,SALAUDDIN,0,0,0.0,0.000143
BOEING,SAUDI ARABIA,0,0,0.0,0.000132
BOEING,SENA,1,1,0.896109,0.000223
BOEING,SINGAPORE,1,-1,0.994692,0.000224
BOEING,SOMALIA,0,0,0.0,0.000143
BOEING,SPOKESMAN,1,-1,0.914896,0.000284
BOEING,STATE MINIST,0,0,0.0,0.000144
BOEING,STUDENT,1,-1,0.972914,6.8e-05
BOEING,SUPREME COURT,0,0,0.0,0.000138
BOEING,SYRIA,1,1,0.978302,0.00025
BOEING,TANGAIL,1,1,0.95747,0.000259
BOEING,THE EUROPEAN UNION,0,0,0.0,0.000135
BOEING,THE OPPOSITION,1,-1,0.989584,0.0002
BOEING,THE PM,0,0,0.0,0.000139
BOEING,THE UN,1,1,0.990128,0.000104
BOEING,THE US,1,1,0.924013,0.000144
BOEING,TRADER,1,-1,0.778522,0.000131
BOEING,TRIBUNAL,1,1,0.981575,0.00025
BOEING,TURKEY,1,1,0.949156,0.000226
BOEING,TURKISH,1,1,0.896109,0.000136
BOEING,UNICEF,1,1,0.992436,0.000141
BOEING,UNITED KINGDOM,1,1,0.80836,4.8e-05
BOEING,UNITED NATIONS,0,0,0.0,8.7e-05
BOEING,VOTER,1,-1,0.908227,0.0001
BOEING,WEST BENGAL,1,-1,0.999408,0.000182
BOEING,WORKER,0,0,0.0,8.9e-05
BOEING,WORLD HEALTH ORGANIZATION,1,1,0.946459,0.000132
BORDER SECURITY,BUSINESS,1,-1,0.997444,5.8e-05
BORDER SECURITY,CHAMBER,0,0,0.0,9.3e-05
BORDER SECURITY,CHANCELLOR,1,1,0.999042,0.000114
BORDER SECURITY,CHIEF JUSTICE,1,1,0.999106,0.000172
BORDER SECURITY,COLLEGE,1,-1,0.998742,0.00011
BORDER SECURITY,COMILLA,1,-1,0.993042,9.8e-05
BORDER SECURITY,COMMUNITY,1,1,0.99737,0.000173
BORDER SECURITY,CONGRESS,1,-1,0.99782,0.000129
BORDER SECURITY,DELEGATE,0,0,0.0,0.00011
BORDER SECURITY,DEPUTY,0,0,0.0,0.000101
BORDER SECURITY,DETAINEE,1,1,0.998879,6.7e-05
BORDER SECURITY,DHAKA,1,1,0.999271,3.4e-05
BORDER SECURITY,DIPLOMAT,1,1,0.99948,5.3e-05
BORDER SECURITY,DRUG TRAFFICKER,1,-1,0.997875,7.1e-05
BORDER SECURITY,EDUCATION MINIST,0,0,0.0,8.9e-05
BORDER SECURITY,ELECTION COMMISSION,1,1,0.991934,1.1e-05
BORDER SECURITY,EMPLOYER,0,0,0.0,8.9e-05
BORDER SECURITY,EXTERNAL AFFAIRS MINIST,0,0,0.0,8.8e-05
BORDER SECURITY,FARMER,1,1,0.999836,3.4e-05
BORDER SECURITY,FINANCE MINIST,1,1,0.989112,9e-05
BORDER SECURITY,FISHER,0,0,0.0,9.1e-05
BORDER SECURITY,GAZIPUR,1,1,0.998937,0.000124
BORDER SECURITY,GENEVA,1,1,0.999379,9.9e-05
BORDER SECURITY,GOVERNMENT,1,1,0.997394,7.5e-05
BORDER SECURITY,HEALTH DEPARTMENT,0,0,0.0,8.7e-05
BORDER SECURITY,HEALTH MINIST,1,1,0.989112,8.2e-05
BORDER SECURITY,HINDU,1,-1,0.999453,9.9e-05
BORDER SECURITY,HOSPITAL,0,0,0.0,0.000109
BORDER SECURITY,INDUSTRY,1,1,0.997359,0.000146
BORDER SECURITY,INTELLIGENCE,1,1,0.999322,0.000103
BORDER SECURITY,INTERIM GOVERNMENT,1,1,0.996848,0.000166
BORDER SECURITY,INTERIOR MINIST,0,0,0.0,8.6e-05
BORDER SECURITY,IRAN,0,0,0.0,8.2e-05
BORDER SECURITY,ISLAM,1,1,0.997394,7.9e-05
BORDER SECURITY,JOURNALIST,1,1,0.999041,0.000115
BORDER SECURITY,JUDICIARY,0,0,0.0,8.3e-05
BORDER SECURITY,JUNTA CHIEF,1,1,0.997746,0.000136
BORDER SECURITY,KHALEDA ZIA,1,1,0.930604,0.000154
BORDER SECURITY,KHULNA,1,-1,0.998629,6.4e-05
BORDER SECURITY,KISHOREGANJ,0,0,0.0,8.2e-05
BORDER SECURITY,LAWMAKER,1,1,0.977471,9.7e-05
BORDER SECURITY,LONDON,1,1,0.999402,6.2e-05
BORDER SECURITY,MEDIA,1,-1,0.999829,5.9e-05
BORDER SECURITY,MIGRANT WORKER,1,1,0.997186,0.000135
BORDER SECURITY,MINIST,1,1,0.999841,1.8e-05
BORDER SECURITY,MINIST OF WOMEN,0,0,0.0,8.1e-05
BORDER SECURITY,MINISTRY,0,0,0.0,8.2e-05
BORDER SECURITY,MUMBAI,1,1,0.997778,4.9e-05
BORDER SECURITY,MUSLIM,1,1,0.997803,0.000117
BORDER SECURITY,MYANMAR,1,-1,0.998228,0.000126
BORDER SECURITY,NATIONAL BOARD OF REVENUE,0,0,0.0,8.2e-05
BORDER SECURITY,NATIONAL ECONOMIC COUNCIL,1,1,0.998,0.000106
BORDER SECURITY,NATIONAL SECURITY ADVISER,0,0,0.0,8.3e-05
BORDER SECURITY,NEPAL,1,1,0.996264,5.8e-05
BORDER SECURITY,NEPALI,1,-1,0.999206,0.000114
BORDER SECURITY,NEW DELHI,1,1,0.999406,6.1e-05
BORDER SECURITY,PAKISTAN,1,-1,0.999836,3e-05
BORDER SECURITY,PARLIAMENT,1,1,0.999075,1.1e-05
BORDER SECURITY,PARLIAMENTARIAN,0,0,0.0,8.2e-05
BORDER SECURITY,PARTY LEADER,1,-1,0.996815,0.000148
BORDER SECURITY,POLICE,1,1,0.997778,4.4e-05
BORDER SECURITY,PRESIDENT,1,1,0.999318,0.000126
BORDER SECURITY,PRIME MINISTER,1,1,0.99948,4.9e-05
BORDER SECURITY,PROFESSOR,0,0,0.0,8.2e-05
BORDER SECURITY,PROTESTER,1,-1,0.998445,6.9e-05
BORDER SECURITY,PUNE,1,1,0.998258,2.7e-05
BORDER SECURITY,RAJSHAHI,0,0,0.0,8.2e-05
BORDER SECURITY,REPRESENTATIVES,1,1,0.997803,0.000101
BORDER SECURITY,REUTERS,1,1,0.999205,7.5e-05
BORDER SECURITY,RIGHTS GROUP,1,-1,0.997109,0.000115
BORDER SECURITY,RULING PARTY,1,1,0.99747,0.000109
BORDER SECURITY,SALAUDDIN,0,0,0.0,8.2e-05
BORDER SECURITY,SAUDI ARABIA,0,0,0.0,8.3e-05
BORDER SECURITY,SENA,1,1,0.996645,0.000138
BORDER SECURITY,SINGAPORE,1,-1,0.997568,0.000146
BORDER SECURITY,SOMALIA,0,0,0.0,8.3e-05
BORDER SECURITY,SPOKESMAN,1,-1,0.938509,0.000153
BORDER SECURITY,STATE MINIST,0,0,0.0,8.2e-05
BORDER SECURITY,STUDENT,1,-1,0.999562,4.9e-05
BORDER SECURITY,SUPREME COURT,0,0,0.0,8.2e-05
BORDER SECURITY,SYRIA,1,1,0.996338,0.000154
BORDER SECURITY,TANGAIL,1,-1,0.976282,0.000151
BORDER SECURITY,THE EUROPEAN UNION,0,0,0.0,8.2e-05
BORDER SECURITY,THE OPPOSITION,1,-1,0.997755,0.000141
BORDER SECURITY,THE PM,0,0,0.0,8.5e-05
BORDER SECURITY,THE UN,1,1,0.99946,8.8e-05
BORDER SECURITY,THE US,1,1,0.99747,0.000113
BORDER SECURITY,TRADER,1,-1,0.9984,0.000156
BORDER SECURITY,TRIBUNAL,1,1,0.996718,0.000154
BORDER SECURITY,TURKEY,1,1,0.996247,0.000147
BORDER SECURITY,TURKISH,1,1,0.996645,0.000227
BORDER SECURITY,UNICEF,1,1,0.99674,0.000186
BORDER SECURITY,UNITED KINGDOM,1,-1,0.9981,0.00078
BORDER SECURITY,UNITED NATIONS,0,0,0.0,0.000202
BORDER SECURITY,VOTER,1,1,0.940539,0.000115
BORDER SECURITY,WEST BENGAL,1,-1,0.967386,2e-05
BORDER SECURITY,WORKER,0,0,0.0,0.000166
BORDER SECURITY,WORLD HEALTH ORGANIZATION,1,1,0.998362,0.000236
BUSINESS,CHAMBER,0,0,0.0,0.000155
BUSINESS,CHANCELLOR,1,1,0.990479,0.000137
BUSINESS,CHIEF JUSTICE,1,1,0.986044,0.000243
BUSINESS,COLLEGE,1,1,0.998839,0.000109
BUSINESS,COMILLA,1,1,0.972127,7.6e-05
BUSINESS,COMMUNITY,1,1,0.995249,0.000206
BUSINESS,CONGRESS,1,-1,0.986852,0.000155
BUSINESS,DELEGATE,0,0,0.0,0.000182
BUSINESS,DEPUTY,0,0,0.0,0.000148
BUSINESS,DETAINEE,1,-1,0.998406,6.3e-05
BUSINESS,DHAKA,1,1,0.982207,0.000193
BUSINESS,DIPLOMAT,1,1,0.995863,0.000177
BUSINESS,DRUG TRAFFICKER,1,1,0.997673,6.6e-05
BUSINESS,EDUCATION MINIST,0,0,0.0,0.000265
BUSINESS,ELECTION COMMISSION,1,-1,0.981123,0.000107
BUSINESS,EMPLOYER,0,0,0.0,0.000163
BUSINESS,EXTERNAL AFFAIRS MINIST,0,0,0.0,0.00017
BUSINESS,FARMER,1,1,0.986583,0.000127
BUSINESS,FINANCE MINIST,1,-1,0.736439,0.000135
BUSINESS,FISHER,0,0,0.0,9.9e-05
BUSINESS,GAZIPUR,1,1,0.995155,0.000117
BUSINESS,GENEVA,1,1,0.997752,9.8e-05
BUSINESS,GOVERNMENT,1,1,0.963323,8.6e-05
BUSINESS,HEALTH DEPARTMENT,0,0,0.0,0.0001
BUSINESS,HEALTH MINIST,1,-1,0.736439,0.000153
BUSINESS,HINDU,1,-1,0.998128,0.000105
BUSINESS,HOSPITAL,0,0,0.0,0.000103
BUSINESS,INDUSTRY,1,1,0.983323,0.000123
BUSINESS,INTELLIGENCE,1,1,0.997451,0.000109
BUSINESS,INTERIM GOVERNMENT,1,1,0.989199,0.000167
BUSINESS,INTERIOR MINIST,0,0,0.0,9.8e-05
BUSINESS,IRAN,0,0,0.0,0.000108
BUSINESS,ISLAM,1,1,0.963323,9.6e-05
BUSINESS,JOURNALIST,1,1,0.995816,0.000117
BUSINESS,JUDICIARY,0,0,0.0,8.8e-05
BUSINESS,JUNTA CHIEF,1,1,0.997705,0.000146
BUSINESS,KHALEDA ZIA,1,-1,0.964324,0.000165
BUSINESS,KHULNA,1,1,0.997673,3.4e-05
BUSINESS,KISHOREGANJ,0,0,0.0,9.3e-05
BUSINESS,LAWMAKER,1,-1,0.98867,0.000129
BUSINESS,LONDON,1,1,0.995001,6e-05
BUSINESS,MEDIA,1,-1,0.993443,0.000116
BUSINESS,MIGRANT WORKER,1,1,0.994779,0.000131
BUSINESS,MINIST,1,1,0.966413,5.9e-05
BUSINESS,MINIST OF WOMEN,0,0,0.0,8.6e-05
BUSINESS,MINISTRY,0,0,0.0,8.1e-05
BUSINESS,MUMBAI,1,-1,0.990076,2.4e-05
BUSINESS,MUSLIM,1,1,0.993333,0.000107
BUSINESS,MYANMAR,1,-1,0.997265,0.000116
BUSINESS,NATIONAL BOARD OF REVENUE,0,0,0.0,8.1e-05
BUSINESS,NATIONAL ECONOMIC COUNCIL,1,1,0.988185,9e-05
BUSINESS,NATIONAL SECURITY ADVISER,0,0,0.0,8.6e-05
BUSINESS,NEPAL,1,-1,0.97292,2.7e-05
BUSINESS,NEPALI,1,-1,0.998449,0.000105
BUSINESS,NEW DELHI,1,1,0.995044,5.6e-05
BUSINESS,PAKISTAN,1,-1,0.986583,8.9e-05
BUSINESS,PARLIAMENT,1,-1,0.857019,2.1e-05
BUSINESS,PARLIAMENTARIAN,0,0,0.0,8.1e-05
BUSINESS,PARTY LEADER,1,-1,0.98905,0.000209
BUSINESS,POLICE,1,-1,0.990076,2.8e-05
BUSINESS,PRESIDENT,1,1,0.981041,0.000151
BUSINESS,PRIME MINISTER,1,1,0.995863,5e-05
BUSINESS,PROFESSOR,0,0,0.0,8.5e-05
BUSINESS,PROTESTER,1,1,0.997054,4e-05
BUSINESS,PUNE,1,-1,0.993829,1.3e-05
BUSINESS,RAJSHAHI,0,0,0.0,8.1e-05
BUSINESS,REPRESENTATIVES,1,1,0.986727,9.2e-05
BUSINESS,REUTERS,1,1,0.992626,6.9e-05
BUSINESS,RIGHTS GROUP,1,1,0.997566,8.8e-05
BUSINESS,RULING PARTY,1,1,0.984182,9.7e-05
BUSINESS,SALAUDDIN,0,0,0.0,8e-05
BUSINESS,SAUDI ARABIA,0,0,0.0,8e-05
BUSINESS,SENA,1,1,0.977597,0.00013
BUSINESS,SINGAPORE,1,-1,0.99744,0.000131
BUSINESS,SOMALIA,0,0,0.0,8e-05
BUSINESS,SPOKESMAN,1,1,0.675963,0.000133
BUSINESS,STATE MINIST,0,0,0.0,8e-05
BUSINESS,STUDENT,1,-1,0.996729,4.4e-05
BUSINESS,SUPREME COURT,0,0,0.0,8.8e-05
BUSINESS,SYRIA,1,1,0.992457,0.000146
BUSINESS,TANGAIL,1,1,0.981319,0.000151
BUSINESS,THE EUROPEAN UNION,0,0,0.0,8.1e-05
BUSINESS,THE OPPOSITION,1,-1,0.996192,0.000121
BUSINESS,THE PM,0,0,0.0,8e-05
BUSINESS,THE UN,1,1,0.998163,7.5e-05
BUSINESS,THE US,1,1,0.984182,9.6e-05
BUSINESS,TRADER,1,-1,0.977551,0.000151
BUSINESS,TRIBUNAL,1,1,0.993526,0.000144
BUSINESS,TURKEY,1,1,0.98637,0.000141
BUSINESS,TURKISH,1,1,0.977597,0.000131
BUSINESS,UNICEF,1,-1,0.922446,0.000125
BUSINESS,UNITED KINGDOM,1,1,0.992687,1.3e-05
BUSINESS,UNITED NATIONS,0,0,0.0,8.1e-05
BUSINESS,VOTER,1,-1,0.980505,0.000102
BUSINESS,WEST BENGAL,1,1,0.992445,7.8e-05
BUSINESS,WORKER,0,0,0.0,8e-05
BUSINESS,WORLD HEALTH ORGANIZATION,1,1,0.991024,0.000131
CHAMBER,CHANCELLOR,0,0,0.0,7e-06
CHAMBER,CHIEF JUSTICE,0,0,0.0,5e-06
CHAMBER,COLLEGE,0,0,0.0,5e-06
CHAMBER,COMILLA,0,0,0.0,5e-06
CHAMBER,COMMUNITY,0,0,0.0,4e-06
CHAMBER,CONGRESS,0,0,0.0,4e-06
CHAMBER,DELEGATE,0,0,0.0,4e-06
